timestamp;cpu_usage
1748295868;46.78
1748295870;94.53
1748295871;59.93
1748295873;75.24
1748295875;70.0
1748295876;6.44
1748295878;8.85
1748295879;68.24
1748295881;0.22
1748295883;19.26
1748295884;69.78
1748295886;90.45
1748295888;10.19
1748295889;17.69
1748295891;36.78
1748295893;73.97
1748295894;32.75
1748295896;27.79
1748295897;10.77
1748295899;53.15
1748295901;9.43
1748295902;86.2
1748295904;51.12
1748295905;95.86
1748295907;55.49
1748295909;68.14
1748295910;98.98
1748295912;26.42
1748295914;44.86
1748295915;88.37
1748295917;19.71
1748295918;16.7
1748295920;39.09
1748295922;35.24
1748295923;0.69
1748295925;95.25
1748295926;63.67
1748295928;89.02
1748295930;89.41
1748295931;41.41
1748295933;65.13
1748295934;83.15
1748295936;89.19
1748295937;29.83
1748295939;17.38
1748295940;26.93
1748295942;13.9
1748295943;18.56
1748295945;24.52
1748295946;3.52
1748295948;68.97
1748295949;12.41
1748295951;14.32
1748295952;6.19
1748295954;6.09
1748295955;74.46
1748295957;29.78
1748295958;96.27
1748295960;60.85
1748295961;42.76
1748295963;60.26
1748295964;21.37
1748295966;72.18
1748295967;38.56
1748295970;21.54
1748295972;28.6
1748295973;2.4
1748295975;26.79
1748295976;25.21
1748295978;10.52
1748295979;30.96
1748295981;22.3
1748295982;52.97
1748295984;96.13
1748295985;18.02
1748295987;4.65
1748295988;81.95
1748295990;6.68
1748295991;27.3
1748295993;47.83
1748295994;58.81
1748295996;1.95
1748295997;81.25
1748295999;53.72
1748296000;20.52
1748296002;39.08
1748296003;50.6
1748296005;6.81
1748296006;63.59
1748296008;34.6
1748296009;22.03
1748296011;37.43
1748296012;48.27
1748296014;13.42
1748296015;92.48
1748296017;3.19
1748296019;4.52
1748296020;91.67
1748296022;24.92
1748296023;60.94
1748296024;41.09
1748296026;17.69
1748296027;92.28
1748296029;14.99
1748296030;18.51
1748296032;48.2
1748296033;2.06
1748296035;78.39
1748296036;53.58
1748296038;99.26
1748296039;99.43
1748296041;96.19
1748296042;61.42
1748296044;31.57
1748296045;18.59
1748296047;65.67
1748296048;3.63
1748296050;47.26
1748296051;7.97
1748296053;50.58
1748296054;70.1
1748296056;4.87
1748296057;61.49
1748296059;83.92
1748296062;88.09
1748296063;87.74
1748296065;33.98
1748296066;81.86
1748296068;30.49
1748296069;92.66
1748296071;71.13
1748296072;37.0
1748296074;31.97
1748296075;48.38
1748296077;70.27
1748296078;20.13
1748296080;1.12
1748296081;16.47
1748296083;42.2
1748296084;62.85
1748296086;56.17
1748296087;40.37
1748296089;24.49
1748296090;6.27
1748296092;95.85
1748296093;98.84
1748296095;55.16
1748296096;49.68
1748296098;1.22
1748296099;61.17
1748296101;82.49
1748296102;29.23
1748296104;14.79
1748296105;7.62
1748296107;95.56
1748296108;17.91
1748296110;43.4
1748296111;27.41
1748296113;25.15
1748296114;14.4
1748296116;97.83
1748296117;88.65
1748296119;53.79
1748296121;3.05
1748296122;71.7
1748296124;53.21
1748296125;87.38
1748296127;49.72
1748296128;63.67
1748296130;41.34
1748296131;57.37
1748296133;73.17
1748296134;73.17
1748296136;78.66
1748296137;13.38
1748296139;79.74
1748296140;13.67
1748296142;23.89
1748296143;81.54
1748296145;70.07
1748296146;75.09
1748296148;16.84
1748296149;66.79
1748296151;89.09
1748296152;79.09
1748296154;8.59
1748296155;80.75
1748296157;87.75
1748296158;53.43
1748296160;87.62
1748296161;2.99
1748296163;46.66
1748296164;1.88
1748296166;4.56
1748296167;81.36
1748296169;97.2
1748296170;87.13
1748296172;31.76
1748296191;1.91
1748296192;41.11
1748296194;7.32
1748467685;62.53
1748467688;72.89
1748467690;89.92
1748467691;95.3
1748906045;46.87
1748906046;35.27
1748906047;27.09
1748906383;19.96
1748906384;96.43
1748908220;2.18
1748908222;14.04
1748908224;38.22
1748908225;76.95
1748908226;58.51
1748908227;13.65
1748908228;22.63
1748908230;43.29
1748908231;13.22
1748908336;2.08
1748908337;44.34
1748908338;56.72
1748908340;28.83
1748908341;14.88
1748908342;9.54
1748908343;82.03
1748908345;25.79
1750373518;87.51
1750373519;59.46
1750373520;8.86
1750373521;38.45
1750373522;44.32
1750373523;18.67
1750373524;48.27
1750373525;68.65
1750373527;79.34
1750373528;59.88
1750373529;92.31
1750373530;52.58
1750373531;65.54
1750373532;14.4
1750373533;87.09
1750373535;99.28
1750373536;1.13
1750373537;60.25
1750373761;82.13
1750373762;4.44
1750373763;4.65
1750373764;46.41
1750373765;22.33
1750373766;94.15
1750373767;33.07
1750373768;76.13
1750373770;75.46
1750373771;95.37
1750373773;73.71
1750374675;18.1
1750374676;36.31
1750374677;11.54
1750374678;75.11
1750374679;6.95
1750374681;49.51
1750374683;1.01
1750374684;55.16
1750374685;89.75
1750374686;30.43
1750374687;80.25
1750374688;2.36
1750374689;68.48
1750374691;16.07
1750374692;82.75
1750374693;55.9
1750374694;68.77
1750374695;17.72
1750374697;48.63
1750374698;7.89
1750374699;88.2
1750374700;72.99
1750374702;94.61
1750374703;83.46
1750374704;45.91
1750374705;19.82
1750374706;7.86
1750374707;12.47
1750374708;33.19
1750374709;89.34
1750374710;48.11
1750374712;90.05
1750374713;17.67
1750374714;94.25
1750374715;1.81
1750374716;29.85
1750374717;38.71
1750374718;79.3
1750374719;1.59
1750374721;87.24
1750374722;67.38
1750374723;19.11
1750374724;61.24
1750374725;85.68
1750374726;19.48
1750374727;80.68
1750374728;24.78
1750374729;48.76
1750374731;98.54
1750374732;85.05
1750374733;54.55
1750374734;19.93
1750374735;56.59
1750374736;0.56
1750374737;16.69
1750374738;69.64
1750374739;31.2
1750374740;96.25
1750374742;2.22
1750374743;4.06
1750374744;27.51
1750374745;18.52
1750374746;70.9
1750374747;74.8
1750374748;36.83
1750374749;71.86
1750374750;99.56
1750374752;57.12
1750374753;32.37
1750374754;50.14
1750374755;73.88
1750374756;2.48
1750374757;90.69
1750374758;81.2
1750374759;59.0
1750374760;0.57
1750374761;48.94
1750374763;87.13
1750374764;40.48
1750374765;90.7
1750374766;5.77
1750374767;81.27
1750374768;15.83
1750374769;67.87
1750374770;11.1
1750374771;33.83
1750374772;55.39
1750374774;89.02
1750374775;29.07
1750374776;59.74
1750374777;14.99
1750374778;40.61
1750374779;52.72
1750374780;38.32
1750374781;70.88
1750374782;38.87
1750374783;98.44
1750374785;17.7
1750374786;10.89
1750374787;62.17
1750374788;81.56
1750374789;52.98
1750374790;76.19
1750374791;94.52
1750374792;57.91
1750374793;14.13
1750374794;75.99
1750374796;18.98
1750374797;69.98
1750374798;5.35
1750374799;89.47
1750374800;15.73
1750374801;41.51
1750374802;54.32
1750374803;48.81
1750374804;76.02
1750374806;27.15
1750374807;69.16
1750374808;0.95
1750374809;75.22
1750374810;56.58
1750374811;95.98
1750374812;32.9
1750374813;78.53
1750374814;1.19
1750374815;35.18
1750374817;26.71
1750374818;52.51
1750374819;9.42
1750374820;1.02
1750374821;92.39
1750374822;71.47
1750374823;26.39
1750374824;14.13
1750374825;69.63
1750374827;56.53
1750374828;64.49
1750374829;40.01
1750374830;26.4
1750374831;29.28
1750374832;54.58
1750374833;95.53
1750374834;49.72
1750374835;87.24
1750374837;41.67
1750374838;46.5
1750374839;40.7
1750374840;64.7
1750374841;70.66
1750374842;97.3
1750374843;39.12
1750374844;30.76
1750374845;20.85
1750374847;13.32
1750374848;72.06
1750374849;25.34
1750374850;86.39
1750374851;70.63
1750374852;87.83
1750374853;69.15
1750374854;77.77
1750374855;25.51
1750374856;95.85
1750374858;60.05
1750374859;41.7
1750374860;42.66
1750374861;21.99
1750374862;39.43
1750374863;81.22
1750374864;14.41
1750374865;42.41
1750374866;9.92
1750374868;17.73
1750374869;66.54
1750374870;48.28
1750374871;6.32
1750374872;49.83
1750374873;28.05
1750374874;32.02
1750374875;43.45
1750374876;72.94
1750374878;98.95
1750374879;41.7
1750374880;0.39
1750374881;72.48
1750374882;5.8
1750374883;20.56
1750374884;29.49
1750374885;35.14
1750374886;99.62
1750374888;50.74
1750374889;36.87
1750374890;80.28
1750374891;19.95
1750374893;30.79
1750374894;15.63
1750374895;44.62
1750374896;50.13
1750374897;2.55
1750374899;17.47
1750374900;23.07
1750374901;67.26
1750374902;78.57
1750374903;99.31
1750374904;47.54
1750374905;67.51
1750374906;55.66
1750374907;16.91
1750374909;3.67
1750374910;47.61
1750374911;41.67
1750374912;0.69
1750374913;46.96
1750374914;54.15
1750374915;3.78
1750374916;70.11
1750374917;21.4
1750374919;77.71
1750374920;97.44
1750374921;64.57
1750374922;46.77
1750374923;38.43
1750374924;11.66
1750374925;59.56
1750374926;92.63
1750374927;90.03
1750374928;13.68
1750374930;93.28
1750374931;4.36
1750374932;89.23
1750374933;34.88
1750374934;43.74
1750374935;76.21
1750374936;44.81
1750374937;16.73
1750374938;41.29
1750374940;95.29
1750374941;37.91
1750374942;26.94
1750374943;44.46
1750374944;61.11
1750374945;44.07
1750374946;36.07
1750374947;16.38
1750374949;1.27
1750374950;36.71
1750374951;49.92
1750374952;94.17
1750374953;9.13
1750374954;43.83
1750374955;91.57
1750374956;26.37
1750374957;90.78
1750374959;21.03
1750374960;16.93
1750374961;13.58
1750374962;40.65
1750374963;87.41
1750374964;43.3
1750374965;49.95
1750374967;43.38
1750374968;39.0
1750374969;97.89
1750374970;16.67
1750374971;27.13
1750374972;37.74
1750374973;65.12
1750374974;73.9
1750374976;80.9
1750374977;31.39
1750374978;15.56
1750374979;61.28
1750374980;94.26
1750374981;18.06
1750374982;48.95
1750374983;87.1
1750374984;34.96
1750374986;89.55
1750374987;5.6
1750374988;36.1
1750374989;24.72
1750374990;49.18
1750374991;85.15
1750374992;2.88
1750374993;80.39
1750374994;72.0
1750374996;24.19
1750374997;31.77
1750374998;61.23
1750374999;30.3
1750375000;93.02
1750375001;35.45
1750375002;88.97
1750375003;36.28
1750375004;60.54
1750375006;68.42
1750375007;17.79
1750375008;65.99
1750375009;77.62
1750375010;80.04
1750375011;90.17
1750375012;18.07
1750375013;17.04
1750375014;20.62
1750375015;22.95
1750375017;30.97
1750375018;22.96
1750375019;28.33
1750375020;56.95
1750375021;21.44
1750375022;49.82
1750375023;77.63
1750375024;28.8
1750375026;96.24
1750375027;63.59
1750375028;19.95
1750375029;73.05
1750375030;51.15
1750375031;40.35
1750375032;23.77
1750375033;36.03
1750375034;66.67
1750375036;97.22
1750375037;86.73
1750375038;94.81
1750375039;78.36
1750375040;71.75
1750375041;59.17
1750375042;28.09
1750375043;28.75
1750375044;99.69
1750375046;85.02
1750375047;8.64
1750375048;94.61
1750375049;36.69
1750375050;77.17
1750375051;4.29
1750375052;56.94
1750375053;55.12
1750375054;63.83
1750375056;97.04
1750375057;86.19
1750375058;57.63
1750375059;9.94
1750375060;15.8
1750375061;80.03
1750375062;15.59
1750375063;27.27
1750375064;98.61
1750375066;19.46
1750375067;11.7
1750375068;85.02
1750375069;69.33
1750375070;53.49
1750375071;32.67
1750375072;3.51
1750375073;14.52
1750375074;32.94
1750375076;77.08
1750375077;82.43
1750375078;75.55
1750375079;82.08
1750375080;24.53
1750375082;16.89
1750375083;75.05
1750375084;99.03
1750375085;14.64
1750375087;68.9
1750375088;86.66
1750375089;38.95
1750375090;72.44
1750375091;85.42
1750375092;87.98
1750375093;11.44
1750375094;16.66
1750375095;20.13
1750375097;99.29
1750375098;82.52
1750375099;90.34
1750375100;4.11
1750375101;77.69
1750375102;59.52
1750375103;42.98
1750375104;36.8
1750375105;44.85
1750375106;68.83
1750375108;63.14
1750375109;16.79
1750375110;93.46
1750375111;56.9
1750375112;55.14
1750375113;92.15
1750375114;90.51
1750375115;47.41
1750375116;38.5
1750375118;21.65
1750375119;20.98
1750375120;52.04
1750375121;36.66
1750375122;18.82
1750375123;58.56
1750375271;14.64
1750375134;62.74
1750375135;52.91
1750375137;7.19
1750375138;81.57
1750375139;52.38
1750375140;72.71
1750375141;77.05
1750375142;35.7
1750375143;74.4
1750375144;77.09
1750375145;69.44
1750375147;55.02
1750375148;14.58
1750375149;39.49
1750375150;64.4
1750375151;48.91
1750375152;14.56
1750375153;36.81
1750375154;85.91
1750375156;58.83
1750375157;58.84
1750375158;98.4
1750375159;34.08
1750375160;78.61
1750375161;53.21
1750375162;87.31
1750375163;85.25
1750375165;28.68
1750375166;89.46
1750375167;34.9
1750375168;98.14
1750375169;34.33
1750375171;78.55
1750375172;5.36
1750375174;89.03
1750375175;8.57
1750375176;28.86
1750375177;43.89
1750375178;7.73
1750375179;18.24
1750375180;42.54
1750375181;21.41
1750375182;14.51
1750375184;11.27
1750375185;61.35
1750375186;40.03
1750375187;72.48
1750375188;5.45
1750375189;68.45
1750375190;39.25
1750375191;53.7
1750375193;27.52
1750375194;85.17
1750375195;33.67
1750375196;18.7
1750375197;66.43
1750375198;93.51
1750375199;66.7
1750375200;92.58
1750375202;80.75
1750375203;38.7
1750375204;66.82
1750375205;85.39
1750375206;5.02
1750375208;39.27
1750375209;16.55
1750375211;56.55
1750375212;52.56
1750375213;63.49
1750375214;90.46
1750375215;97.05
1750375216;11.03
1750375217;43.55
1750375218;41.6
1750375219;36.74
1750375221;92.62
1750375222;31.44
1750375223;71.72
1750375224;86.59
1750375225;26.33
1750375226;96.17
1750375227;83.61
1750375228;65.35
1750375230;86.95
1750375232;25.5
1750375233;20.44
1750375234;37.55
1750375235;9.18
1750375236;27.31
1750375237;23.04
1750375239;71.9
1750375240;0.43
1750375241;58.43
1750375242;22.06
1750375243;13.99
1750375244;15.81
1750375245;14.83
1750375246;22.9
1750375248;5.05
1750375249;3.51
1750375250;73.03
1750375251;74.54
1750375252;88.38
1750375254;67.95
1750375256;82.92
1750375257;58.19
1750375258;98.52
1750375259;3.17
1750375260;43.22
1750375261;63.72
1750375262;55.24
1750375263;54.78
1750375265;99.83
1750375266;31.72
1750375268;44.27
1750375269;22.45
1750375270;38.87
1750375272;90.36
1750375273;94.3
1750375275;43.66
1750375276;34.31
1750375277;16.71
1750375278;12.34
1750375279;51.1
1750375280;45.18
1750375281;62.0
1750375283;77.59
1750375284;48.2
1750375285;6.24
1750375286;79.12
1750375287;56.65
1750375288;34.68
1750375289;87.35
1750375290;62.61
1750375292;79.77
1750375293;94.17
1750375294;21.71
1750375295;10.52
1750375296;87.54
1750375297;11.71
1750375298;62.52
1750375300;22.57
1750375301;98.42
1750375302;68.3
1750375303;11.8
1750375304;80.12
1750375305;82.46
1750375306;55.42
1750375307;78.15
1750375309;31.94
1750375310;29.01
1750375311;0.05
1750375312;97.65
1750375313;74.53
1750375314;85.6
1750375315;2.12
1750375316;22.84
1750375318;70.75
1750375319;30.46
1750375320;95.59
1750375321;84.13
1750375322;91.59
1750375323;80.4
1750375324;29.12
1750375325;58.34
1750375327;45.8
1750375328;98.51
1750375329;59.17
1750375330;50.19
1750375331;82.59
1750375332;49.94
1750375333;62.08
1750375334;87.6
1750375336;12.04
1750375337;86.03
1750375338;40.71
1750375339;39.98
1750385877;66.16
1750385878;18.16
1750385879;87.46
1750385880;36.41
1750385881;68.05
1750385882;66.78
1750385883;51.76
1750385884;56.3
1750385886;11.95
1750385887;54.53
1750385888;3.44
1750385889;24.61
1750385890;89.09
1750385891;86.0
1750385892;47.68
1750385893;44.84
1750385894;65.9
1750385895;97.0
1750385897;30.5
1750385898;67.11
1750385899;59.14
1750385900;16.78
1750385901;17.22
