timestamp;cpu_usage
1750375237;27.12
1750375239;78.25
1750375240;79.72
1750375241;68.41
1750375242;24.6
1750375243;13.27
1750375245;5.02
1750375246;56.9
1750375248;60.85
1750375249;33.57
1750375250;32.06
1750375251;79.22
1750375252;2.65
1750375253;98.18
1750375254;11.95
1750375256;77.68
1750375257;88.25
1750375258;64.44
1750375259;1.01
1750375260;12.8
1750375262;16.13
1750375263;13.93
1750375265;37.44
1750375266;48.52
1750375267;83.57
1750375268;0.61
1750375269;91.37
1750375270;13.94
1750375271;72.7
1750375272;91.35
1750375273;35.71
1750375275;6.37
1750375276;34.71
1750375277;90.76
1750375278;54.43
1750375279;27.64
1750375280;22.23
1750375281;3.1
1750375283;37.11
1750375284;74.16
1750375285;16.07
1750375286;32.13
1750375287;95.73
1750375288;41.2
1750375289;97.51
1750375290;52.93
1750375292;27.98
1750375293;22.03
1750375294;29.59
1750375295;66.51
1750375296;75.79
1750375297;3.03
1750375298;53.93
1750375300;82.87
1750375301;48.75
1750375302;16.2
1750375303;41.92
1750375304;53.17
1750375305;76.18
1750375306;61.77
1750375307;46.91
1750375309;80.82
1750375310;98.42
1750375311;21.0
1750375312;66.6
1750375313;7.83
1750375314;42.81
1750375315;42.64
1750375316;14.44
1750375318;11.87
1750375319;76.05
1750375320;1.68
1750375321;98.23
1750375322;89.17
1750375323;41.13
1750375324;45.33
1750375325;30.16
1750375327;83.6
1750375328;63.23
1750375329;92.93
1750375330;60.02
1750375331;35.63
1750375332;3.19
1750375333;47.97
1750375334;39.46
1750375336;72.17
1750375337;9.08
1750375338;23.09
1750375339;49.38
1750385877;18.58
1750385878;9.58
1750385879;91.33
1750385880;14.21
1750385881;95.63
1750385882;28.04
1750385883;50.93
1750385884;80.46
1750385886;42.36
1750385887;62.87
1750385888;60.96
1750385889;8.25
1750385890;39.75
1750385891;86.58
1750385892;48.38
1750385893;87.06
1750385894;87.67
1750385895;43.41
1750385897;44.65
1750385898;41.58
1750385899;36.51
1750385900;83.68
1750385901;24.41
