timestamp;gpu_usage
1749608297;19.18
1749608298;40.3
1749608299;28.62
1749608300;59.9
1749608301;44.75
1749608302;39.12
1749608303;10.53
1749608304;64.93
1749608305;84.45
1749608306;88.16
1749608307;84.69
1749608308;47.58
1749608310;18.18
1749608311;54.29
1749608312;48.65
1749608313;88.17
1749608314;43.43
1749608315;74.48
1749608316;30.84
1749608317;59.83
1749608318;56.7
1749608319;20.44
1749608320;16.59
1749608321;31.46
1749608322;24.62
1749608323;30.67
1749608324;78.76
1749608325;5.75
1749608326;44.01
1749608327;89.61
1749608329;40.19
1749608330;60.15
1749608331;48.53
1749608332;19.0
1749608333;10.68
1749608334;77.53
1749608335;86.75
1749608336;43.64
1749608337;65.09
1749608338;21.51
1749608339;66.33
1749608340;80.68
1749608341;88.65
1749608342;89.56
1749608343;10.75
1749608344;10.82
1749608346;5.19
1749608347;12.62
1749608348;50.57
1749608349;74.25
1749608350;27.14
1749608351;76.36
1749608352;90.58
1749608353;97.42
1749608354;18.74
1749608355;61.82
1749608356;67.93
1749608357;16.09
1749608358;54.62
1749608359;0.72
1749608360;79.47
1749608361;57.32
1749608362;58.78
1749608364;86.56
1749608365;97.53
1749608366;87.7
1749608367;39.27
1749608368;88.2
1749608369;27.72
1749608370;57.12
1749608371;16.82
1749608372;4.71
1749608373;75.93
1749608374;8.96
1749608375;57.16
1749608376;96.43
1749608377;30.73
1749608378;85.94
1749608379;18.45
1749608380;79.59
1749608382;29.45
1749608383;16.71
1749608384;61.89
1749608385;79.14
1749608386;11.75
1749608387;34.42
1749608388;79.63
1749608389;39.59
1749608390;26.62
1749608391;80.54
1749608392;40.86
1749608393;42.64
1749608394;72.68
1749608395;79.32
1749608396;40.61
1749608397;6.7
1749608398;19.49
1749608399;63.87
1749608401;48.74
1749608402;94.07
1749608403;12.26
1749608404;80.48
1749608405;67.99
1749608406;93.14
1749608407;10.63
1749608408;88.09
1749608409;13.12
1749608410;0.83
1749608411;29.22
1749608412;34.92
1749608413;91.24
1749608414;77.04
1749608415;85.72
1749608416;3.64
1749608418;96.24
1749608419;30.65
1749608420;55.87
1749608421;51.38
1749608422;4.75
1749608423;95.74
1749608424;39.8
1749608425;68.0
1749608426;63.59
1749608427;40.65
1749608428;19.7
1749608429;40.56
1749608430;27.88
1749608431;40.58
1749608432;66.77
1749608433;14.54
1749608434;53.89
1749608436;8.03
1749608437;7.2
1749608438;77.36
1749608439;96.71
1749608440;62.64
1749608441;15.73
1749608442;12.85
1749608443;89.15
1749608444;64.8
1749608445;99.08
1749608446;30.54
1749608447;24.8
1749608448;94.11
1749608449;60.28
1749608450;27.35
1749608451;65.35
1749608453;81.55
1749608454;3.02
1749608455;41.36
1749608456;89.63
1749608457;74.66
1749608458;31.23
1749608459;93.7
1749608460;14.5
1749608461;17.99
1749608462;65.29
1749608463;54.49
1749608464;53.42
1749608465;4.78
1749608466;50.77
1749608467;28.75
1749608469;23.68
1749608470;92.22
1749608471;59.57
1749608472;99.93
1749608473;39.57
1749608474;85.85
1749608475;64.91
1749608476;32.66
1749608477;99.53
1749608478;32.13
1749608479;42.13
1749608480;72.71
1749608481;26.93
1749608482;99.03
1749608483;34.91
1749608484;49.5
1749608485;90.93
1749608487;32.32
1749608488;67.88
1749608489;2.84
1749608490;91.72
1749608491;54.74
1749608492;59.97
1749608493;18.25
1749608494;98.19
1749608495;66.9
1749608496;93.19
1749608497;64.93
1749608498;37.78
1749608499;20.62
1749608500;78.54
1749608501;6.33
1749608502;56.24
1749608503;31.87
1749608505;24.89
1749608506;41.02
1749608507;54.4
1749608508;76.5
1749608509;48.34
1749608510;93.38
1749608511;0.9
1749608512;92.34
1749608513;38.75
1749608514;78.42
1749608515;45.73
1749608516;88.19
1749608517;33.32
1749608518;28.98
1749608519;68.81
1749608520;56.19
1749608522;38.98
1749608523;71.41
1749608524;8.25
1749608525;16.67
1749608526;62.17
1749608527;6.0
1749608528;51.77
1749608529;92.16
1749608530;11.89
1749608531;21.88
1749608532;94.91
1749608533;23.42
1749608534;72.45
1749608535;6.86
1749608536;30.22
1749608537;37.99
1749608539;75.11
1749608540;11.73
1749608541;72.43
1749608542;3.86
1749608543;96.52
1749608544;43.29
1749608545;40.33
1749608546;94.23
1749608547;73.05
1749608548;55.35
1749608549;68.96
1749608550;89.82
1749608551;16.17
1749608552;94.82
1749608553;82.11
1749608554;30.27
1749608556;78.63
1749608557;40.66
1749608558;69.91
1749608559;57.66
1749608560;88.0
1749608561;64.85
1749608562;89.8
1749608563;98.5
1749608564;49.75
1749608565;25.74
1749608566;62.03
1750373785;18.88
1750373786;15.05
1750373787;41.0
1750373788;13.88
1750373890;47.36
1750373891;86.96
1750373892;63.21
1750373893;51.25
1750375348;4.17
1750375349;40.47
1750375350;97.55
1750375351;25.17
1750375352;20.55
1750375353;67.18
1750375354;22.59
1750375356;20.03
1750375357;53.35
1750375358;27.82
1750375359;48.44
1750375360;54.83
1750375361;82.01
1750375362;8.6
1750375363;38.09
1750375364;59.43
1750375366;14.8
1750375367;85.83
1750375368;85.2
1750375369;42.44
1750375370;47.96
1750375371;34.3
1750375372;94.08
1750375373;40.75
1750375374;13.99
1750375376;2.62
1750375377;14.84
1750375378;93.76
1750375379;91.97
1750375380;33.3
1750375381;60.98
1750375382;98.4
1750375383;48.42
1750375384;33.95
1750375386;25.17
1750375387;8.79
1750375388;53.37
1750375389;26.14
1750375390;71.78
1750375391;29.71
1750375392;93.86
1750375393;28.11
1750375394;60.86
1750377786;80.1750378103;32.97
1750375399;44.06
1750375400;47.15
1750375401;78.57
1750375402;5.9
1750375403;93.62
1750375404;61.46
1750375405;85.53
1750375407;61.36
1750375408;32.3
1750375409;45.18
1750375410;9.86
1750375411;48.65
1750375413;6.67
1750375414;81.45
1750375415;12.87
1750375416;56.5
1750375418;73.57
1750375419;31.75
1750375420;44.43
1750375421;41.14
1750375422;17.23
1750375423;0.28
1750375424;48.75
1750375425;46.01
1750375426;32.32
1750375427;31.95
1750375429;31.07
1750375430;95.43
1750375431;91.6
1750375432;71.12
1750375433;4.1
1750375434;0.41
1750375435;77.83
1750375436;48.76
1750375437;73.84
1750375439;5.18
1750375440;79.25
1750375441;38.46
1750375442;20.12
1750375443;61.29
1750375444;27.94
1750375445;64.9
1750375446;44.69
1750375447;95.83
1750375449;36.8
1750375450;54.11
1750375451;87.68
1750375452;66.23
1750375453;18.54
1750375454;9.43
1750375455;83.08
1750375456;61.11
1750375457;30.8
1750375459;3.74
1750375460;51.08
1750375461;60.98
1750375462;87.7
1750375463;51.51
1750375464;96.88
1750375465;10.87
1750375466;59.58
1750375467;48.06
1750375468;57.54
1750375470;69.45
1750375471;82.73
1750375472;36.53
1750375473;15.54
1750375474;19.8
1750375475;37.65
1750375476;1.18
1750375477;59.77
1750375478;51.84
1750375480;32.99
1750375481;20.43
1750375482;18.09
1750375483;19.1
1750375484;93.27
1750375485;44.62
1750375486;69.29
1750375487;60.31
1750375490;37.34
1750375491;92.21
1750375492;44.94
1750375493;96.98
1750375494;34.2
1750375495;63.47
1750375496;33.36
1750375497;75.15
1750375498;43.98
1750375500;65.81
1750375501;74.46
1750375502;95.11
1750375503;9.66
1750375504;49.78
1750375505;92.49
1750375506;19.86
1750375507;69.58
1750377252;44.63
1750377253;55.63
1750377254;48.15
1750377255;35.35
1750377256;43.62
1750377257;15.9
1750377258;98.65
1750377259;3.46
1750377262;66.93
1750377263;34.25
1750377264;76.76
1750377265;21.02
1750377266;27.95
1750377267;89.83
1750377268;38.39
1750377269;78.69
1750377270;18.79
1750377271;99.93
1750377273;94.8
1750377274;52.29
1750377275;61.25
1750377276;56.72
1750377277;47.92
1750377278;65.38
1750377279;92.47
1750377280;89.56
1750377281;67.83
1750377282;40.25
1750377284;50.09
1750377285;6.57
1750377286;3.66
1750377287;4.27
1750377288;38.77
1750377289;54.77
1750377290;59.77
1750377291;12.51
1750377292;39.27
1750377294;75.42
1750377295;10.95
1750377296;12.8
1750377297;7.77
1750377298;99.03
1750377299;18.29
1750377300;25.3
1750377301;30.8
1750377303;73.63
1750377304;15.37
1750377305;19.17
1750377306;43.52
1750377307;46.45
1750377308;2.34
1750377309;2.12
1750377310;10.59
1750377311;86.65
1750377313;40.12
1750377314;54.68
1750377315;75.16
1750377316;13.28
1750377317;36.67
1750377318;22.84
1750377319;47.0
1750377320;64.62
1750377321;46.09
1750377323;78.61
1750377324;90.17
1750377325;9.17
1750377326;61.06
1750377327;66.4
1750377328;45.56
1750377329;94.79
1750377330;84.27
1750377331;89.61
1750377332;67.39
1750377334;77.65
1750377335;38.94
1750377336;75.22
1750377337;68.06
1750377338;5.32
1750377339;66.37
1750377340;12.25
1750377341;97.42
1750377343;0.86
1750377344;71.86
1750377345;63.51
1750377346;23.2
1750377347;28.61
1750377348;46.8
1750377349;47.97
1750377350;80.64
1750377351;55.86
1750377353;73.43
1750377354;3.62
1750377355;44.15
1750377356;13.77
1750377357;63.93
1750377358;20.18
1750377359;8.68
1750377361;13.67
1750377362;10.65
1750377364;95.82
1750377365;75.03
1750377366;74.26
1750377367;89.27
1750377368;52.98
1750377370;69.7
1750377371;55.8
1750377372;0.41
1750377373;12.18
1750377374;81.67
1750377375;72.68
1750377376;72.59
1750377377;57.06
1750377378;54.44
1750377380;64.19
1750377381;58.68
1750377382;80.13
1750377383;10.86
1750377384;2.48
1750377385;90.56
1750377386;33.56
1750377387;60.41
1750377388;75.68
1750377390;33.39
1750377392;41.74
1750377393;87.32
1750377394;61.38
1750377395;65.12
1750377396;60.34
1750377397;91.19
1750377398;53.85
1750377400;89.29
1750377401;67.65
1750377402;84.79
1750377403;52.88
1750377404;6.81
1750377405;30.51
1750377406;47.76
1750377407;27.39
1750377408;51.74
1750377410;78.23
1750377411;64.96
1750377412;23.3
1750377413;97.41
1750377414;17.12
1750377415;90.65
1750377416;54.42
1750377417;66.71
1750377419;67.63
1750377420;20.16
1750377421;64.56
1750377422;14.14
1750377423;1.52
1750377424;40.41
1750377425;87.37
1750377426;60.99
1750377428;15.73
1750377429;28.16
1750377430;4.74
1750377431;4.26
1750377432;54.13
1750377433;79.03
1750377434;80.75
1750377435;16.05
1750377437;39.47
1750377438;98.82
1750377439;39.34
1750377440;85.54
1750377441;17.27
1750377442;25.28
1750377443;5.44
1750377444;95.31
1750377445;97.71
1750377447;50.92
1750377448;54.01
1750377449;60.69
1750377450;40.05
1750377451;66.09
1750377452;17.51
1750377453;57.19
1750377454;6.97
1750377455;87.38
1750377457;86.26
1750377458;8.98
1750377459;72.73
1750377460;62.34
1750377461;69.51
1750377462;31.72
1750377463;33.53
1750377464;4.32
1750377465;48.89
1750377466;37.65
1750377467;9.91
1750377469;76.49
1750377470;9.13
1750377471;70.39
1750377472;12.96
1750377473;75.44
1750377474;4.41
1750377475;34.46
1750377476;91.16
1750377477;95.81
1750377478;23.76
1750377479;57.52
1750377480;64.51
1750377482;13.52
1750377483;9.17
1750377484;16.65
1750377485;94.84
1750377486;88.76
1750377487;51.25
1750377488;46.73
1750377489;78.72
1750377490;49.95
1750377491;44.96
1750377492;96.39
1750377494;3.36
1750377495;37.83
1750377496;40.06
1750377497;92.86
1750377498;0.12
1750377499;5.42
1750377500;11.92
1750377501;95.28
1750377502;95.83
1750377503;49.68
1750377504;36.49
1750377505;71.12
1750377507;64.52
1750377508;14.56
1750377509;11.89
1750377510;62.69
1750377511;61.82
1750377512;19.94
1750377513;57.77
1750377514;14.2
1750377515;91.46
1750377516;80.22
1750377517;14.48
1750377518;6.39
1750377520;35.92
1750377521;64.71
1750377522;71.57
1750377523;71.89
1750377524;53.22
1750377525;37.45
1750377526;0.12
1750377527;7.52
1750377528;48.83
1750377529;5.38
1750377530;94.43
1750377531;27.34
1750377533;35.05
1750377534;19.12
1750377535;41.54
1750377536;43.93
1750377537;70.25
1750377538;67.52
1750377539;85.95
1750377540;41.83
1750377541;68.54
1750377542;54.02
1750377543;40.3
1750377545;79.35
1750377546;12.99
1750377547;8.43
1750377548;97.85
1750377549;94.96
1750377550;41.6
1750377551;69.46
1750377552;96.24
1750377553;77.86
1750377554;24.58
1750377555;85.28
1750377556;91.99
1750377558;77.7
1750377559;90.77
1750377560;18.5
1750377561;30.83
1750377562;23.95
1750377563;32.62
1750377564;17.78
1750377565;51.29
1750377566;21.8
1750377567;22.25
1750377568;74.35
1750377570;28.25
1750377571;41.93
1750377572;22.96
1750377573;44.71
1750377574;56.7
1750377575;75.62
1750377576;71.02
1750377577;1.96
1750377578;5.75
1750377579;24.15
1750377580;80.01
1750377581;80.28
1750377582;80.2
1750377584;91.03
1750377585;33.2
1750377586;78.42
1750377587;81.75
1750377588;67.82
1750377589;26.84
1750377590;39.72
1750377591;55.03
1750377592;16.79
1750377593;10.42
1750377594;83.55
1750377595;30.29
1750377596;58.25
1750377599;54.61
1750377600;44.65
1750377601;39.74
1750377602;78.42
1750377603;8.39
1750377604;55.41
1750377605;17.4
1750377606;53.53
1750377607;41.21
1750377608;12.88
1750377610;46.57
1750377611;81.97
1750377612;32.08
1750377613;90.61
1750377614;43.86
1750377615;51.25
1750377616;85.56
1750377617;86.26
1750377618;64.8
1750377619;81.52
1750377621;34.99
1750377622;9.35
1750377623;67.1
1750377624;53.07
1750377625;89.33
1750377626;43.64
1750377627;19.35
1750377628;5.99
1750377629;43.2
1750377630;89.58
1750377632;11.5
1750377633;72.96
1750377634;13.79
1750377635;39.6
1750377636;1.42
1750377637;36.07
1750377638;43.04
1750377639;12.97
1750377640;12.72
1750377641;50.56
1750377642;77.07
1750377643;8.11
1750377645;63.3
1750377646;88.58
1750377647;7.63
1750377648;92.35
1750377649;96.61
1750377650;80.1
1750377651;28.57
1750377754;67.6
1750377653;29.62
1750377665;85.42
1750377666;20.17
1750377667;66.18
1750377669;28.58
1750377670;22.82
1750377671;44.11
1750377672;65.04
1750377673;42.18
1750377674;2.67
1750377675;8.33
1750377676;56.69
1750377677;10.65
1750377678;31.65
1750377679;11.82
1750377681;15.61
1750377682;48.13
1750377683;51.43
1750377684;52.51
1750377685;45.41
1750377686;0.87
1750377687;93.34
1750377688;17.08
1750377689;25.07
1750377692;68.49
1750377693;34.09
1750377694;77.62
1750377695;79.88
1750377696;40.15
1750377697;2.44
1750377698;14.48
1750377699;54.45
1750377701;59.03
1750377702;39.35
1750377703;8.68
1750377704;27.58
1750377705;73.59
1750377706;2.2
1750377707;39.76
1750377708;20.16
1750377709;47.63
1750377710;40.2
1750377712;92.43
1750377713;18.5
1750377714;82.72
1750377715;5.61
1750377716;83.73
1750377717;38.51
1750377718;41.22
1750377719;35.57
1750377720;18.45
1750377721;66.42
1750377723;12.71
1750377724;79.23
1750377725;70.1
1750377726;60.51
1750377727;63.12
1750377728;9.53
1750377729;48.77
1750377730;4.92
1750377731;5.95
1750377732;53.39
1750377733;39.77
1750377735;83.58
1750377736;22.56
1750377737;56.39
1750377738;59.33
1750377739;93.3
1750377740;12.5
1750377741;41.28
1750377742;49.22
1750377743;26.62
1750377744;18.79
1750377745;26.63
1750377747;20.28
1750377748;74.3
1750377749;35.63
1750377750;20.12
1750377751;37.92
1750377752;65.57
1750377753;38.08
1750377755;54.56
1750377756;39.62
1750377757;39.47
1750377758;89.5
1750377760;4.51
1750377761;37.71
1750377762;45.56
1750377763;65.17
1750377764;74.17
1750377765;98.2
1750377766;25.31
1750377767;14.7
1750377768;51.11
1750377769;99.34
1750377770;88.12
1750377771;54.25
1750377772;37.37
1750377774;25.96
1750377775;93.62
1750377776;27.76
1750377777;6.28
1750377778;70.5
1750377779;80.7
1750377780;48.2
1750377781;24.87
1750377782;20.61
1750377783;6.39
1750377784;19.72
1750377785;50.91
1750377788;24.33
1750377789;78.96
1750377790;14.39
1750377791;37.68
1750377792;15.68
1750377793;14.05
1750377794;40.42
1750377795;1.21
1750377796;69.23
1750377797;4.93
1750377798;75.39
1750377799;72.52
1750377800;84.4
1750377801;61.64
1750377802;15.44
1750377804;31.88
1750377805;33.6
1750377806;28.05
1750377807;88.87
1750377808;51.53
1750377809;73.1
1750377810;34.31
1750377811;80.68
1750377812;29.75
1750377813;89.11
1750377814;41.56
1750377815;22.19
1750377816;84.31
1750377817;78.91
1750377819;37.58
1750377820;99.59
1750377821;74.3
1750377822;42.48
1750377823;82.15
1750377824;0.29
1750377825;21.46
1750377826;27.78
1750377827;45.93
1750377828;1.31
1750377829;14.17
1750377830;3.9
1750377831;12.3
1750377832;69.41
1750377834;32.98
1750377836;40.13
1750377838;86.92
1750377839;57.6
1750377840;43.93
1750377841;62.51
1750377842;82.2
1750377843;48.64
1750377844;20.66
1750377845;36.69
1750377846;87.73
1750377848;70.58
1750377849;52.72
1750377850;66.44
1750377851;15.44
1750377852;93.67
1750377853;80.07
1750377854;20.98
1750377855;2.98
1750377856;73.11
1750377857;65.07
1750377858;42.0
1750377859;92.12
1750377860;47.43
1750377861;40.6
1750377863;40.83
1750377864;99.35
1750377865;57.03
1750377866;46.74
1750377867;31.86
1750377868;29.13
1750377869;34.12
1750377870;2.37
1750377871;84.73
1750377872;92.87
1750377873;49.5
1750377874;26.77
1750377875;85.66
1750377876;39.94
1750377878;18.45
1750377879;67.51
1750377880;98.26
1750377881;89.75
1750377882;73.04
1750377883;76.42
1750377884;59.84
1750377885;20.72
1750377886;48.43
1750377887;97.41
1750377888;62.18
1750377889;80.93
1750377890;76.63
1750377891;73.77
1750377893;33.0
1750377894;2.86
1750377895;40.72
1750377896;78.17
1750377897;93.81
1750377898;35.99
1750377899;94.14
1750377900;6.96
1750377901;45.39
1750377902;25.79
1750377903;82.5
1750377904;35.19
1750377905;31.6
1750377906;33.54
1750377908;80.87
1750377909;25.65
1750377910;83.07
1750377911;3.64
1750377912;23.3
1750377913;90.73
1750377914;33.25
1750377915;47.39
1750377916;26.03
1750377917;78.69
1750377918;66.36
1750377919;12.52
1750377920;22.55
1750377921;85.2
1750377923;10.57
1750377924;12.95
1750377925;9.33
1750377926;62.85
1750377927;5.46
1750377928;68.43
1750377929;5.44
1750377930;11.63
1750377931;50.46
1750377932;55.65
1750377933;44.39
1750377934;20.58
1750377935;1.1
1750377936;35.86
1750377938;82.78
1750377939;7.32
1750377940;23.12
1750377941;34.6
1750377942;20.23
1750377943;37.57
1750377944;9.52
1750377945;6.8
1750377946;21.48
1750377947;2.11
1750377948;70.76
1750377949;10.55
1750377951;70.25
1750377953;8.42
1750377954;69.62
1750377955;58.19
1750377956;4.88
1750377957;31.0
1750377958;93.07
1750377959;65.21
1750377960;35.38
1750377961;15.16
1750377962;59.2
1750377964;89.1
1750377965;87.72
1750377966;69.15
1750377968;82.86
1750377969;79.16
1750377970;7.2
1750377971;67.95
1750377972;77.15
1750377973;57.61
1750377974;49.61
1750377975;99.4
1750377976;27.31
1750377977;30.24
1750377978;60.37
1750377980;44.86
1750377981;9.02
1750377983;39.18
1750377984;13.3
1750377985;11.28
1750377986;77.11
1750377987;79.43
1750377988;51.74
1750377989;0.64
1750377990;64.18
1750377991;37.92
1750377992;59.11
1750377993;60.45
1750377994;56.82
1750377995;76.5
1750377997;34.85
1750377998;28.87
1750377999;90.08
1750378000;66.3
1750378001;67.74
1750378002;79.74
1750378003;73.93
1750378004;36.67
1750378005;36.76
1750378006;26.22
1750378007;51.01
1750378008;54.39
1750378009;12.07
1750378010;78.26
1750378012;28.19
1750378013;40.78
1750378014;1.55
1750378015;84.81
1750378016;34.43
1750378017;68.13
1750378018;13.94
1750378019;5.47
1750378020;58.99
1750378021;92.12
1750378022;29.79
1750378023;5.18
1750378024;71.28
1750378025;12.01
1750378027;58.02
1750378028;97.69
1750378029;58.26
1750378030;93.94
1750378031;4.95
1750378032;18.0
1750378033;48.33
1750378034;95.07
1750378035;46.31
1750378036;7.49
1750378037;88.02
1750378038;74.39
1750378039;68.86
1750378041;77.14
1750378042;69.25
1750378043;58.36
1750378044;7.91
1750378045;45.43
1750378046;63.32
1750378047;45.22
1750378048;65.53
1750378049;10.87
1750378050;89.51
1750378051;82.44
1750378052;41.63
1750378054;29.72
1750378055;68.7
1750378056;11.08
1750378057;68.77
1750378058;50.23
1750378059;51.71
1750378060;81.26
1750378061;40.13
1750378062;38.99
1750378063;6.84
1750378064;96.87
1750378065;32.36
1750378066;52.85
1750378067;58.19
1750378069;4.78
1750378070;91.37
1750378071;96.96
1750378072;68.29
1750378073;39.52
1750378074;43.1
1750378075;19.77
1750378076;38.35
1750378077;62.73
1750378078;24.27
1750378079;9.92
1750378080;43.65
1750378081;31.45
1750378083;11.76
1750378084;25.45
1750378085;38.55
1750378086;96.12
1750378087;57.85
1750378088;39.21
1750378089;28.56
1750378090;55.23
1750378091;65.89
1750378092;7.57
1750378093;79.24
1750378095;96.79
1750378096;22.57
1750378097;1.87
1750378098;41.6
1750378099;96.86
1750378100;54.12
1750378101;28.86
1750378102;16.93
1750378104;23.27
1750378106;8.26
1750378107;39.17
1750378108;45.7
1750378109;42.2
1750378110;83.37
1750378112;10.7
1750378113;70.32
1750378114;28.74
1750378115;17.23
1750378116;41.62
1750378117;23.68
1750378118;26.48
1750378119;24.32
1750378120;54.22
1750378121;52.43
1750378122;99.78
1750378123;64.56
1750378124;51.35
1750378125;88.18
1750378127;78.5
1750378128;86.85
1750378129;84.81
1750378130;16.5
1750378131;17.52
1750378132;43.29
1750378133;88.2
1750378134;33.93
1750378135;7.68
1750378136;89.11
1750378137;55.89
1750378138;42.29
1750378139;0.18
1750378140;49.72
1750378142;7.7
1750378143;91.74
1750378144;22.9
1750378145;90.33
1750378146;34.17
1750378147;54.43
1750378148;11.5
1750378149;26.34
1750378150;37.04
1750378151;40.52
1750378152;25.39
1750378153;34.49
1750378154;39.84
1750378156;70.11
1750378157;5.46
1750378158;74.66
1750378159;7.95
1750378160;4.84
1750378161;17.23
1750378162;34.03
1750378163;52.73
1750378164;4.38
1750378165;59.67
1750378166;49.59
1750378167;21.43
1750378168;69.27
1750378169;73.66
1750378171;31.38
1750378172;85.13
1750378183;80.32
1750378185;25.25
1750378186;77.95
1750378187;47.07
1750378188;13.2
1750378189;45.16
1750378190;61.14
1750378191;70.67
1750378192;94.2
1750378193;89.2
1750378194;22.91
1750378195;41.08
1750378196;24.11
1750378198;17.72
1750378199;76.54
1750378200;22.12
1750378201;97.53
1750378202;52.34
1750378203;14.73
1750378204;15.53
1750378205;27.8
1750378206;80.18
1750378207;99.15
1750378208;32.81
1750378209;57.3
1750378210;52.18
1750378212;75.29
1750378213;9.22
1750378214;54.69
1750378215;97.13
1750378216;87.29
1750378217;41.89
1750378218;58.58
1750378219;29.91
1750378220;21.43
1750378221;78.98
1750378222;26.02
1750378223;75.4
1750378224;87.58
1750378226;85.69
1750378227;31.81
1750378228;69.72
1750378229;37.79
1750378230;30.74
1750378231;8.68
1750378232;16.34
1750378233;70.46
1750378234;14.24
1750378235;63.04
1750378236;77.8
1750378237;82.73
1750378239;26.04
1750378240;77.41
1750378241;28.23
1750378242;27.81
1750378243;54.08
1750378244;46.68
1750378245;17.77
1750378246;42.19
1750378247;82.93
1750378248;81.03
1750378249;23.76
1750378250;16.92
1750378251;19.38
1750378253;72.12
1750378254;57.97
1750378255;67.92
1750378256;44.02
1750378257;1.15
1750378258;65.06
1750378259;87.01
1750378260;82.03
1750378261;52.92
1750378262;45.48
1750378263;11.06
1750378265;98.2
1750378267;16.11
1750378268;19.91
1750378269;14.07
1750378270;23.97
1750378271;30.39
1750378272;9.57
1750378273;69.41
1750378274;79.98
1750378275;54.37
1750378276;37.15
1750378277;34.77
1750378278;39.64
1750378279;23.71
1750378281;75.59
1750378282;69.72
1750378283;58.08
1750378284;61.81
1750378285;22.2
1750378286;23.45
1750378287;96.0
1750378288;82.39
1750378290;52.36
1750378291;83.67
1750378292;84.18
1750378293;28.68
1750378295;85.22
1750378298;12.69
1750378299;51.23
1750378300;61.87
1750378301;52.17
1750378302;7.86
1750378303;22.34
1750378304;54.81
1750378305;12.57
1750378306;83.55
1750378308;92.8
1750378309;68.68
1750378310;48.72
1750378311;98.66
1750378312;19.55
1750378313;9.53
1750378314;90.57
1750378315;99.73
1750378316;38.05
1750378317;1.42
1750378318;36.68
1750378319;40.28
1750378321;69.23
1750378322;77.99
1750378323;4.88
1750378324;37.27
1750378325;79.57
1750378326;60.18
1750378327;41.19
1750378328;55.33
1750378329;26.91
1750378330;75.9
1750378331;39.49
1750378332;76.16
1750378334;78.94
1750378335;10.01
1750378336;41.36
1750378337;88.59
1750378338;58.5
1750378339;16.7
1750378340;83.31
1750378341;62.52
1750378342;35.27
1750378343;39.12
1750378344;5.09
1750378345;4.4
1750378346;82.79
1750378348;77.91
1750378349;86.37
1750378350;62.24
1750378351;26.7
1750378352;40.9
1750378353;56.11
1750378354;53.13
1750378355;1.52
1750378356;81.72
1750378357;75.25
1750378358;22.87
1750378359;60.42
1750378361;25.14
1750378362;53.06
1750378363;80.81
1750378364;80.41
1750378365;29.08
1750378366;32.34
1750378367;64.6
1750378368;12.43
1750378369;2.96
1750378370;55.11
1750378371;78.42
1750378372;44.0
1750378373;4.98
